0.4147825	0.7513262	-0.205823	-0.26349786	0.22639865	0.45817882	-0.432467	0.47951707	-0.39015618	0.25842804	0.33675897	-0.34992614	-0.4361376	-0.68190575	-0.48622394	0.35166177
0.3917626	0.82665545	-0.17260729	-0.21698259	0.21466607	0.4453258	-0.49604833	0.45360276	-0.34275025	0.24803174	0.27423176	-0.38184574	-0.4881645	-0.645533	-0.48243773	0.37824807
0.30434215	0.52733195	-0.11575775	-0.10844337	0.20422865	0.3180226	-0.37015548	0.32875666	-0.29639181	0.13439283	0.15273513	-0.22546177	-0.34652904	-0.46118817	-0.3105426	0.32788482
0.33885205	0.57945585	-0.15714806	-0.16580482	0.22132014	0.3027638	-0.3481632	0.29310474	-0.34603766	0.17264038	0.21374506	-0.27800107	-0.42967805	-0.4853793	-0.34418032	0.38433465
0.29751432	0.4812379	-0.1334179	-0.11419195	0.15732908	0.28532	-0.32727954	0.2526302	-0.26325613	0.19983563	0.19395529	-0.27520737	-0.3318009	-0.4284377	-0.286846	0.28275958
0.23645502	0.4777618	-0.12342891	-0.14381216	0.12973307	0.2965076	-0.30311874	0.31617486	-0.2247894	0.16632502	0.23931605	-0.1834439	-0.37590054	-0.40169418	-0.30974594	0.28748268
0.3056952	0.46058962	-0.1311059	-0.09557897	0.19085069	0.2712816	-0.3420966	0.2265878	-0.23890282	0.14798014	0.23964699	-0.27528074	-0.36717206	-0.37929818	-0.2835389	0.25793195
0.22500026	0.5015244	-0.087035626	-0.084302396	0.10050193	0.2145314	-0.24647702	0.18610434	-0.2145734	0.12483067	0.110579886	-0.22212172	-0.27840853	-0.3864546	-0.2977547	0.25871447
0.18376432	0.36995143	-0.14953098	-0.14011024	0.120001055	0.17482804	-0.1969582	0.20131816	-0.2113608	0.15707599	0.20096833	-0.21890941	-0.200679	-0.3227522	-0.2814983	0.1707555
0.20030648	0.42028177	-0.1310482	-0.13948849	0.11821852	0.2276431	-0.27174506	0.26944968	-0.22118515	0.19110961	0.15009579	-0.19512215	-0.20278624	-0.3422128	-0.25807354	0.18258363
0.21619326	0.34782326	-0.087059505	-0.09691255	0.1382836	0.17543752	-0.28501862	0.25210974	-0.16740102	0.14744721	0.19640808	-0.16148092	-0.31377706	-0.35750288	-0.27931392	0.19543996
0.16583833	0.37225202	-0.0540015	-0.08146025	0.124905474	0.21671362	-0.2635742	0.16063115	-0.21158162	0.093861215	0.110131316	-0.13569234	-0.25560266	-0.26256308	-0.21575275	0.15659443
